id_src;opr_name;opr_nick;inn;bdpn_code;name_brand
11516;ЗАО "Веда-Система";ЗАО "Веда-Система";7825463612;;
11517;ООО "Питер-Телеком";ООО "Питер-Телеком";7825467769;;
11518;ООО "Оптимальные системы связи";ООО "Оптимальные системы связи";7825480512;;
11519;ООО "Петросвязь";ООО "Петросвязь";7826027383;;
11520;ООО "ГлобалТелеФорт";ООО "ГлобалТелеФорт";7826072837;;
11521;ООО "РЕЛКОМ-СПб";ООО "РЕЛКОМ-СПб";7826683201;;
11522;ООО "Питер-Телеком Плюс";ООО "Питер-Телеком Плюс";7838040950;;
11523;ООО "Ситителеком СПб";ООО "Ситителеком СПб";7838067849;;
11524;ООО «МТ-Телеком»;ООО «МТ-Телеком»;7838338104;;
11525;ООО "ИНТЕРФОРУМ";ООО "ИНТЕРФОРУМ";7838433333;;
11526;ООО "Филанко Санкт-Петербург";ООО "Филанко Санкт-Петербург";7838492138;;
11527;ООО "НОРТЭЛС";ООО "НОРТЭЛС";7839068482;;
11528;ООО "ОКТАВА";ООО "ОКТАВА";7839359650;;
11529;ООО "Горинфосеть";ООО "Горинфосеть";7839382963;;
11530;ООО "Телекомпас";ООО "Телекомпас";7839403927;;
11531;ООО "КТТ";ООО "КТТ";7839404279;;
11532;ООО "БайтКом";ООО "БайтКом";7839404744;;
11533;ООО "В-Телеком";ООО "В-Телеком";7839421789;;
11534;ООО "Т-ТЕЛЕКОМ";ООО "Т-ТЕЛЕКОМ";7839421806;;
11535;ООО "Высокие технологии";ООО "Высокие технологии";7839443020;;
11536;ООО "Лайт Порт";ООО "Лайт Порт";7839446695;;
11537;ООО "Воикс Телеком";ООО "Воикс Телеком";7839461090;;
11538;ООО "Символ";ООО "Символ";7839487155;;
11539;ООО "ЕДПнет";ООО "ЕДПнет";7840300891;;
11540;ОАО "Группа "Илим";ОАО "Группа "Илим";7840346335;;
11541;ООО "Скайтел";ООО "Скайтел";7840464498;;
11542;ООО "ОСТ";ООО "ОСТ";7840512215;;
11543;ООО "ФОРНЕТ ТЕЛЕКОММУНИКАЦИИ";ООО "ФОРНЕТ ТЕЛЕКОММУНИКАЦИИ";7841060346;;
11544;ПАО "ТГК-1";ПАО "ТГК-1";7841312071;;
11545;АО "СЗЭУК";АО "СЗЭУК";7841322263;;
11546;ООО "СТ Телеком";ООО "СТ Телеком";7841385834;;
11547;ООО "МиАТел";ООО "МиАТел";7841482919;16=mMIATEL;
11548;ООО "НФС Телеком" (ИНН 7842002393);ООО "НФС Телеком" (ИНН 7842002393);7842002393;;
11549;ООО «АБСОЛЮТ-М»(ИНН 7842156107);ООО «АБСОЛЮТ-М»(ИНН 7842156107);7842156107;;
11550;ООО "Ланамар";ООО "Ланамар";7842392217;;
11551;ООО "ИНФОРМ-Связь";ООО "ИНФОРМ-Связь";7842506256;;
11552;ООО "Гранд Отель "Октябрьская";ООО "Гранд Отель "Октябрьская";7842507700;;
11553;ООО "ГЛОБАЛ НЕТВОРКС ТЕЛЕКОМ";ООО "ГЛОБАЛ НЕТВОРКС ТЕЛЕКОМ";7843010397;;
11554;ООО "Оптик Телеком";ООО "Оптик Телеком";7843303259;;
11555;ООО "Компьютерные коммуникационные системы";ООО "Компьютерные коммуникационные системы";0814087392;;
11556;ГУП НАО "НКЭС";ГУП НАО "НКЭС";8300005678;;
11557;ООО "ХАНТЫ-МАНСИЙСКИЙ УЗЕЛ СВЯЗИ";ООО "ХАНТЫ-МАНСИЙСКИЙ УЗЕЛ СВЯЗИ";8601015670;;
11558;ОАО "Юграавиа";ОАО "Юграавиа";8601053210;;
11559;ООО "Инновационные телесистемы";ООО "Инновационные телесистемы";8602026787;;
11560;ОАО "Аэропорт Сургут";ОАО "Аэропорт Сургут";8602060523;;
11561;ПАО "Сургутнефтегаз";ПАО "Сургутнефтегаз";8602060555;;
11562;ООО "Теле-Плюс";ООО "Теле-Плюс";8602146876;;
11563;ООО "Альфа-ТЕЛ";ООО "Альфа-ТЕЛ";8602220417;;
11564;ООО "Аэротел";ООО "Аэротел";8602236921;;
11565;ООО "Прайд";ООО "Прайд";8603018500;;
11566;АО "Нижневартовскавиа";АО "Нижневартовскавиа";8603119138;;
11567;ООО "Регион Телеком";ООО "Регион Телеком";8603189270;;
11568;ООО "Нижневартовскстройсвязь";ООО "Нижневартовскстройсвязь";8603213109;;
11569;ООО "Электронный Юганск";ООО "Электронный Юганск";8604052180;;
11570;ООО "Электросвязь";ООО "Электросвязь";8604071256;;
11571;ООО "Автоматизация и Связь-Сервис";ООО "Автоматизация и Связь-Сервис";8605016748;;
11572;ОАО "СЕВЕРСВЯЗЬ";ОАО "СЕВЕРСВЯЗЬ";8620016950;;
11573;ООО "ЮНИКОМ";ООО "ЮНИКОМ";8622012704;;
11574;ОАО "Арктик Регион Связь";ОАО "Арктик Регион Связь";8709009336;;
11575;ООО "Байкос - Искра";ООО "Байкос - Искра";8802001476;;
11576;АО "Ямалтелеком";АО "Ямалтелеком";8901010175;;
11577;АО "Надымское авиапредприятие";АО "Надымское авиапредприятие";8903025610;;
11578;ООО "СЕВЕР - СВЯЗЬ";ООО "СЕВЕР - СВЯЗЬ";8905032268;;
11579;ООО "Газпромнефть ИТО";ООО "Газпромнефть ИТО";8905032518;;
11580;ООО "РАДИУС";ООО "РАДИУС";8905041174;;
11581;АО "Пурсвязь";АО "Пурсвязь";8911017814;;
11582;ООО "НОВАТЭК-ТАРКОСАЛЕНЕФТЕГАЗ";ООО "НОВАТЭК-ТАРКОСАЛЕНЕФТЕГАЗ";8911020768;;
11583;ООО "Пурсатком";ООО "Пурсатком";8913000189;;
11584;ООО "КРЫМ-ЭЛЕКТРОСВЯЗЬ";ООО "КРЫМ-ЭЛЕКТРОСВЯЗЬ";9102018638;;
11585;ООО "КРЭЛКОМ";ООО "КРЭЛКОМ";9102031188;;
11586;ООО "САЙФЕР";ООО "САЙФЕР";9102037126;;
11587;ООО "КВАДРО НОРД";ООО "КВАДРО НОРД";9102053505;;
11588;ГБУ РК «КРЫММЕЛИОВОДХОЗ»;ГБУ РК «КРЫММЕЛИОВОДХОЗ»;9102059190;;
11589;ФГУП "КЖД";ФГУП "КЖД";9102157783;;
11590;ООО "КРЫМ СПЕЦ ТЕЛЕКОМ";ООО "КРЫМ СПЕЦ ТЕЛЕКОМ";9102235135;;
11591;Акционерное общество "Крымтелеком";Акционерное общество "Крымтелеком";9102250133;34=mKrimtel;
11592;ООО НПК "ФЕОТЕЛ";ООО НПК "ФЕОТЕЛ";9108105573;;
11593;ООО "КОМФОРТ XXI ВЕК";ООО "КОМФОРТ XXI ВЕК";9109001217;;
11594;ООО "НестерТелеком";ООО "НестерТелеком";0917031120;;
11595;ООО "Севтелекомсервис";ООО "Севтелекомсервис";9201014994;;
11596;ООО "Юг Бизнес Связь";ООО "Юг Бизнес Связь";9204556603;;
11597;ООО "СевТелекомСвязь";ООО "СевТелекомСвязь";9204558819;;
11598;ООО "АКСИОМА";ООО "АКСИОМА";9204562011;;
11599;АО "Севастополь Телеком";АО "Севастополь Телеком";9204569240;33=mSEVTEL;
11600;ООО "МАКСТЕЛ";ООО "МАКСТЕЛ";9701017633;;
11601;ООО "ТКС Нетворкс";ООО "ТКС Нетворкс";9701062570;;
11602;ООО "Бизнес квартал "НОВЬ"";ООО "Бизнес квартал "НОВЬ"";9701122998;;
11603;Акционерное общество "Центр эксплуатации объектов наземной космической инфраструктуры";Акционерное общество "Центр эксплуатации объектов наземной космической инфраструктуры";9702013720;;
11604;ООО "Острог Телеком";ООО "Острог Телеком";9702014184;;
11605;ООО "МТР-Связь";ООО "МТР-Связь";9703016642;;
11606;ООО "Цифра групп";ООО "Цифра групп";9703019499;;
11607;ООО "ЭФТЕЛ";ООО "ЭФТЕЛ";9703046020;;
11608;ООО "Комитен Корп";ООО "Комитен Корп";9704017896;;
11609;ООО "ТРН-телеком";ООО "ТРН-телеком";9705030890;;
11610;ООО "НТЦ ФИОРД";ООО "НТЦ ФИОРД";9705036179;;
11611;ООО "Сто Восемь Телеком";ООО "Сто Восемь Телеком";9705118544;;
11612;ООО "ВТБ Мобайл";ООО "ВТБ Мобайл";9705121882;26=mVTBMOBAYL;
11613;ООО "Мой Телеком";ООО "Мой Телеком";9710016869;;
11614;ООО "ТВЕ-ТЕЛЕКОМ";ООО "ТВЕ-ТЕЛЕКОМ";9710027740;20=mTVETEL;
11615;ООО "О1 Телеком";ООО "О1 Телеком";9710079650;;
11616;ООО "К2";ООО "К2";9715289362;;
11617;ООО "Технологии для Вас";ООО "Технологии для Вас";9715289965;;
11618;ООО "ТРАСТЕЛ";ООО "ТРАСТЕЛ";9717059710;;
11619;ООО "МЕГАТЕЛ";ООО "МЕГАТЕЛ";9717087467;;
11620;ООО "Айпипорт";ООО "Айпипорт";9717100693;;
11621;ООО "КлиентСофтСервис";ООО "КлиентСофтСервис";9718080619;;
11622;ООО "МОЛЛ-Телеком";ООО "МОЛЛ-Телеком";9718083874;;
11623;ООО "ТКТЕЛ ЦЕНТР";ООО "ТКТЕЛ ЦЕНТР";9718148433;;
11624;ООО "ОнЛинк";ООО "ОнЛинк";9718150827;;
11625;ООО "СПАРК ТЕЛЛ";ООО "СПАРК ТЕЛЛ";9719007139;;
11626;ООО "Астел Телеком";ООО "Астел Телеком";9721098944;;
11627;ООО "ОПТИМАТЕЛ";ООО "ОПТИМАТЕЛ";9721155328;;
11628;ООО "МОЙ ОПЕРАТОР";ООО "МОЙ ОПЕРАТОР";9722028932;20=mMOYOPER;
11629;ООО "ЛАЙНБИТ";ООО "ЛАЙНБИТ";9723039648;;
11630;ООО "Омега Плюс";ООО "Омега Плюс";9723049290;;
11631;ООО "БЕЗЛИМИТ";ООО "БЕЗЛИМИТ";9725007063;55=mBEZLIMIT,99=mBEZLIMIT;
11632;Акционерное общество "АТОМДАТА";Акционерное общество "АТОМДАТА";9725031147;;
11633;ООО "Лайкамобайл";ООО "Лайкамобайл";9729056760;;
11634;ООО "ТелАрт";ООО "ТелАрт";9729198877;;
11635;ООО "Плинтрон";ООО "Плинтрон";9729297003;;
11636;ООО "Корсис";ООО "Корсис";9731010353;;
11637;АО "СпецВысотСтрой" (ИНН 9731021838);АО "СпецВысотСтрой" (ИНН 9731021838);9731021838;;
11638;ООО "ЗКНЕТ Телеком";ООО "ЗКНЕТ Телеком";9731078552;;
11639;ГУП "БайконурСвязьИнформ";ГУП "БайконурСвязьИнформ";9901000362;;
11640;ОИЯИ;ОИЯИ;9909125356;;
11641;ФКУ «ГЦСиЗИ МВД России»;ФКУ «ГЦСиЗИ МВД России»;7706752929;;
11642;ООО "Владлинк Бизнес";ООО "Владлинк Бизнес";2543089679;;
11643;ООО "ЛЕТИТ";ООО "ЛЕТИТ";7714472594;;
11644;ООО "Региональный навигационно-информационный центр по Ленинградской области";ООО "Региональный навигационно-информационный центр по Ленинградской области";4706042112;;
11645;ООО "ТРАНСТЕЛЕКОМ";ООО "ТРАНСТЕЛЕКОМ";9704119665;;
11646;ООО "ЭНЛАИН";ООО "ЭНЛАИН";9706027226;;
11647;ООО "БИЗНЕС-СЕТИ";ООО "БИЗНЕС-СЕТИ";6658556976;;
11648;ООО "МОБИЛЬНЫЕ КОММУНИКАЦИОННЫЕ СИСТЕМЫ";ООО "МОБИЛЬНЫЕ КОММУНИКАЦИОННЫЕ СИСТЕМЫ";9402011009;98=mMKS;
11649;ООО "ЛТК";ООО "ЛТК";9402004604;;
11650;ООО "СОНЕЙРА";ООО "СОНЕЙРА";9703116943;;
11651;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МИР ИТ";ООО "МИР ИТ";7719475895;;
11652;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЮНАЙТЕД-ТЕЛЕКОМ";ООО "ЮНАЙТЕД-ТЕЛЕКОМ";7705473601;;
11653;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТЕЛЕКОМ";ООО "ТЕЛЕКОМ";7707844731;;
11654;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СТАНЦИЯ ВИРТУАЛЬНАЯ";ООО "СТАНЦИЯ ВИРТУАЛЬНАЯ";7707774308;;
11655;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ОРИОН ТЕЛЕКОМ";ООО "ОРИОН ТЕЛЕКОМ";2466228910;;
11656;АКЦИОНЕРНОЕ ОБЩЕСТВО ФИНАНСОВО-ПРОМЫШЛЕННАЯ КОМПАНИЯ "МАЙТ";АО ФПК "МАЙТ";9705065645;;
11657;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ОКРУГТЕЛЕКОМ ПЛЮС";ООО "ОКРУГТЕЛЕКОМ ПЛЮС";5047215466;;
11658;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АЗОВИНТЕРНЕТСЕРВИС";ООО "АИС";9111002916;;
11659;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "НОВЫЕ ТЕХНОЛОГИИ СВЯЗИ";ООО "НОВЫЕ ТЕХНОЛОГИИ СВЯЗИ";5752023370;;
11660;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МСН ТЕЛЕКОМ СЕРВИС";ООО "МСН ТЕЛЕКОМ СЕРВИС";7728445664;;
11661;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЧЕЛОВЕК МОБИЛЬНЫЙ";ООО "ЧЕЛОВЕК МОБИЛЬНЫЙ";6658151360;;
11662;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЛАНКОМ";ООО "ЛАНКОМ";9201014560;;
11663;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "РУТЕЛ";ООО "РУТЕЛ";9703018008;;
11664;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "РУСИНФО-МОС";ООО "РУСИНФО-М";7730253198;;
11665;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "РУС-ЭНЕРДЖИ ГРУПП";ООО "РУС-ЭНЕРДЖИ ГРУПП";9731054921;;
11666;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ИНТЕРАКТИВНЫЕ ТЕХНОЛОГИИ";ООО "ИНТЕРАКТИВНЫЕ ТЕХНОЛОГИИ";7451278210;;
11667;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ИВТ";ООО "ИВТ";0541026800;;
11668;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СЕВЕН ТЕХНОЛОДЖИ";ООО "СЕВЕНТЕХ";6316145067;;
11669;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МАКС ХОСТ";ООО "МАКС ХОСТ";7810543150;;
11671;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КОНСТАНТА";ООО "КОНСТАНТА";7813275290;;
11672;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СТ+";ООО "СТ+";7841458419;;
11673;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АР.ТЕЛЕКОМ";ООО "АР.ТЕЛЕКОМ";9723105450;;
11674;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЭЛЕКТРОСВЯЗЬ МОНТАЖ И СЕРВИС";ООО "ЭМИС";7805679980;;
11675;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ГРУППА ГЛОБАЛЬНЫХ СЕТЕЙ";ООО "ГРУППА ГЛОБАЛЬНЫХ СЕТЕЙ";5047138324;;
11676;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ДАНЦЕР";ООО "ДАНЦЕР";8603026839;;
11677;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БРИДЖ ТЕЛЕКОМ;ООО БРИДЖ ТЕЛЕКОМ;1435209313;;
11678;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КОМНЕТ ТЕХНОЛОДЖИС";ООО "КОМНЕТТЕХ";7726459686;;
11679;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТЕТА-АРМ";ООО "ТЕТА-АРМ";7718297375;;
11680;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЭЙРТЕЛЕТЕЛ";ООО "ЭЙРТЕЛЕТЕЛ";9724016266;;
11681;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТЛК ГРУПП";ООО "ТЛК ГРУПП";9703016515;;
11682;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТЕЛЕКОММУНИКАЦИОННАЯ КОМПАНИЯ ТЕЛЕЗОН";ООО "ТК ТЕЛЕЗОН";2463109714;;
11683;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КЭС";ООО "КЭС";2204092652;;
11684;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ВЕБ МАКС";ООО "ВЕБ МАКС";4706022684;;
11685;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АТ ТЕЛЕКОМ";ООО "АТ ТЕЛЕКОМ";7703782643;;
11686;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КОННЕКТИКУМ";ООО "КОННЕКТИКУМ";7805738107;;
11687;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  "ИТ-СЕРВИС";ООО "ИТ-СЕРВИС";7715551665;;
11688;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КОМПАНИЯ 2КОМ";ООО "КОМПАНИЯ 2КОМ";5046042235;;
11689;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СВЯЗЬ-С";ООО "СВЯЗЬ-С";2014004143;;
11690;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  "ПАРМА-ТРЕЙД";ООО "ПАРМА-ТРЕЙД";5908035462;;
11691;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ГРУППА КОМПАНИЙ "ГЛОБАЛ КОНСАЛТИНГ";ООО "ГЛОБАЛ КОНСАЛТИНГ";7816419208;;
11692;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ПРЕМИУМ ИНФО КОМ";ООО "ПРЕМИУМ ИНФО КОМ";7709245821;;
11693;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ПЕРВАЯ КРЫМСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ";ООО "ПКСК";9102171795;;
11694;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ОХТА ТЕЛЕКОМ";ООО "ОХТА ТЕЛЕКОМ";7802692359;;
11695;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ОРИОН ТЕЛЕКОМ";ООО "ОРИОН ТЕЛЕКОМ";2465234238;;
11696;ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "РЕНЕТ КОМ";ЗАО "РЕНЕТ КОМ";6452066368;;
11697;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "РАДИОСТРОЙ";ООО "РАДИОСТРОЙ";8604043273;;
11698;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ВЗГ ТЕЛЕКОМ";ООО "ВЗГ ТЕЛЕКОМ";7727659254;;
11699;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МОСКОМСАТ";ООО "МОСКОМСАТ";7713703440;;
11700;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ДЕВИНО ТЕЛЕКОМ";ООО "ДЕВИНО ТЕЛЕКОМ";7715829230;;
11701;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ДИАЛОГ-ТЕЛЕКОМ";ООО "ДИАЛОГ-ТЕЛЕКОМ";6161055139;;
11702;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АЛЬЯНС СТРОЙ ГРУПП";ООО "АЛЬЯНС СТРОЙ ГРУПП";9701057611;;
11703;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТРАЙТЭК";ООО "ТРАЙТЭК";3301013961;;
11704;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АРЕНА-ТЕЛЕКОМ";ООО "АРЕНА-ТЕЛЕКОМ";9701054392;;
11705;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "О-ЛИНК";ООО "О-ЛИНК";7805683151;;
11706;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АГРОСВЯЗЬ";ООО "АГРОСВЯЗЬ";3443041347;;
11707;ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "РУБЦОВСК";ЗАО "РУБЦОВСК";2269003925;;
11708;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СЕТИ СВЯЗИ 2020";ООО "СЕТИ СВЯЗИ 2020";7713479090;;
11709;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АЛЬФАКОМ";ООО "АЛЬФАКОМ";7718751006;;
11710;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТЕХНОСФЕРА";ООО «ТЕХНОСФЕРА»;9723003200;;
11711;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АКМЕ ТЕЛЕКОМ";ООО "АКМЕ ТЕЛЕКОМ";4501082097;;
11712;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЦЕНТР ТЕЛЕМАТИКА";ООО "ЦЕНТР ТЕЛЕМАТИКА";7708813430;;
11713;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "РАППОРТО";ООО "РАППОРТО";7715710393;;
11714;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НИЖНЕВОЛЖСКИЕ ТЕЛЕКОММУНИКАЦИОННЫЕ СЕТИ "РЕАЛ";ООО НТС "РЕАЛ";3015060720;;
11715;ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБШЕСТВО "КОММЕД-ИНФО";ЗАО "КОММЕД-ИНФО";5501043050;;
11716;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЭВО";ООО "ЭВО";7327095525;;
11717;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КОНТАКТ-ЦЕНТР ГРАН";ООО "КОНТАКТ-ЦЕНТР ГРАН";7713579224;;
11718;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЭМ СИ ЭН";ООО "ЭМ СИ ЭН";7727508671;;
11719;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ИНТЕРЛОГИКА";ООО "ИНТЕРЛОГИКА";5046069460;;
11720;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МСТЕЛ";"МСТЕЛ";5036148874;;
11721;ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "АВАНГАРД";ОАО "АВАНГАРД";7804001110;;
11722;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  "ЛИЧЕРА";ООО  "ЛИЧЕРА";7707255870;;
11723;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МАКНЭТ";ООО "МАКНЭТ";7714340319;;
11724;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "РИДИОС";ООО "РИДИОС";7709221595;;
11725;АКЦИОНЕРНОЕ ОБЩЕСТВО "КРЫМТЕХНОЛОГИИ";АО "КРЫМТЕХНОЛОГИИ";9102261167;;
11726;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ПРО-ЛАЙН";ООО "ПРО-ЛАЙН";5030103034;;
11727;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МИР ТЕЛЕКОМ";ООО "МИР ТЕЛЕКОМ";9723099710;;
11728;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЛИД ПЛАТФОРМ";ООО "ЛИД ПЛАТФОРМ";7726478520;;
11729;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ВД КОНСАЛТИНГ";ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ВД КОНСАЛТИНГ";0276936397;;
11730;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ОМСКИЕ ТЕЛЕКОММУНИКАЦИИ";ООО "ОМСКТРАНЗИТТЕЛЕКОМ";5503106450;;
11731;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  "ЭЛЕКТРОНИК";ООО  "ЭЛЕКТРОНИК";7806379884;;
11732;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТЕРРА";ООО "ТЕРРА";7721831100;;
11733;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АФФИТО";ООО "АФФИТО";5403073988;;
11734;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЗАБГОК СВЯЗЬ";ООО "ЗГС";7500005169;;
11735;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ФЕНИКС.ПЛАТФОРМА";ООО "ФЕНИКС.ПЛАТФОРМА";7810945074;;
